Disaster Subgroup,Disaster Type,Disaster Subtype,Magnitude,Region,Subregion,Country,Location,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected
Climatological,Wildfire,Forest fire,,Europe,Southern Europe,Greece,"Elekistra, Karya, Neo Souli (Peloponnese); Patras; Evia Island; Stamata (Attica); Psathopyrgos Lampiri, Kamares, Ziria (Rodhes Island)",2021,7.0,2021,8.0,2.0,7500.0
Climatological,Wildfire,Forest fire,,Europe,Southern Europe,North Macedonia,"Strumica, Kochani, Kumanovo, Gevgelija, Valandovo, Bitola, Prilep, Shtip, Skopje, Tetovo, Radovish, Ohrid, Berovo, Delchevo, Kichevo, Veles, Probishtip, Kriva Palanka regions",2021,7.0,2021,9.0,1.0,80000.0
Climatological,Wildfire,Forest fire,,Europe,Southern Europe,Spain,"Zamora Province (Castile and León Autonomous Community); Navarra Autonomous Community; Lleida Province (Catalonia Autonomous Community); Malaga province (Andalusia region); Cáceres (Extremadura region); Lugo and Ourense provnces (Galicia region); Cabezo-Ladrillar-Monsagro (Salamanca province, Castile and León region)",2022,6.0,2022,7.0,0.0,3500.0
Climatological,Wildfire,Forest fire,,Oceania,Australia and New Zealand,New Zealand,Lake Ohau (Canterbury),2020,10.0,2020,10.0,0.0,195.0
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Oceania,Australia and New Zealand,Australia,Perth region,2021,2.0,2021,2.0,0.0,243.0
Climatological,Wildfire,Wildfire (General),,Africa,Northern Africa,Algeria,"Béjaïa, Bouira, Boumerdes, Tizi Ouzou, Jijel et Skikda",2023,7.0,2023,7.0,34.0,30026.0
Climatological,Wildfire,Wildfire (General),,Africa,Northern Africa,Algeria,"Tizi-Ouzou, Bouira, Sétif, Khenchela, Guelma, Bejaïa, Bordj Bou Arreridj, Boumerdès, Tiaret, Medea, Tébessa,Annaba, Souk Ahras, Ain Defla, Jijel, Batna, Blida and Skikda prefectures (Kabylia region)",2021,8.0,2021,8.0,90.0,42503.0
Climatological,Wildfire,Wildfire (General),,Africa,Sub-Saharan Africa,Central African Republic,Bakala (Ouaka),2022,2.0,2022,2.0,0.0,30000.0
Climatological,Wildfire,Wildfire (General),,Africa,Sub-Saharan Africa,South Africa,Overberg District; ape Winelands District Municipality (Greater Cape Town and Cape Peninsula (Western Cape Province),2024,1.0,2024,1.0,0.0,250.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Argentina,"Catamarca, Jujuy Provinces, Córdoba, Tucumán and San Luis Provinces",2023,10.0,2023,10.0,0.0,800.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Argentina,"Santo Tomé, Ituzaingo, San martin, General Alvear, San Miguel (Corrientes Province)",2022,1.0,2022,3.0,0.0,124085.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Belize,Toledo and Cayo districts,2024,5.0,2024,5.0,0.0,800.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Beni, La Paz, Santa Cruz, Suárez, Carmen Rivero Torrez, San José de Chiquitos, Urubicha departments",2023,11.0,2023,11.0,12.0,0.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"La Paz department; San Matías, Concepción, San Rafael, San Ignacio de Velasco, El Puente, and San Javier municipalities (Santa Cruz department); Beni department",2024,7.0,2024,9.0,2.0,25335.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Chile,"Bío Bío, Araucanía, Ñuble, Maule, Los Ríos, Los Lagos, Aysén, O’Higgins, Valparaíso, and Santiago Metropolitan",2023,2.0,2023,3.0,26.0,10534.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Chile,Melipilla commune (Santiago Metropolitan Region),2022,12.0,2022,12.0,1.0,184.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Chile,"Valparaiso, O'Higgins and Santiago Metropolitan Regions",2023,12.0,2023,12.0,0.0,382.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Chile,"Valparaíso Municipality, Valparaíso region, in Cerro Cordillera, Curauma and La Caldera areas",2024,3.0,2024,3.0,0.0,126.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Chile,"Viña del Mar City, Quilpué City (Marga Marga Province; Valparaíso Region); O'Higgins, Maule, Ñuble, Los Ríos, Arucania, Aysén regions",2024,2.0,2024,2.0,135.0,40778.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Guatemala,"Guatemala, Escuintla, and Sacatepéquez",2024,1.0,2024,4.0,0.0,200.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Guatemala,"Petén, Alta Verapaz and Izabal",2024,5.0,2024,5.0,0.0,0.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Honduras,Guanaja Island (Islas de la Bahía Department),2021,10.0,2021,10.0,0.0,2503.0
Climatological,Wildfire,Wildfire (General),,Americas,Latin America and the Caribbean,Peru,"Amazonas, San Martin and Ucayali",2024,7.0,2024,9.0,14.0,1885.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,Canada,Lytton (British Columbia),2021,6.0,2021,7.0,2.0,250.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,Canada,National park Jasper (Alberta province); Colombie-Britannique,2024,7.0,2024,8.0,1.0,0.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,Canada,Quebec province,2024,6.0,2024,6.0,0.0,0.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Arizona, California, Oregon",2021,7.0,2021,7.0,0.0,483.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Calhoun and Gulf Counties (Florida); Reno, Harvey Counties (Kansas)",2022,3.0,2022,3.0,0.0,264.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Lincoln, San Miguel Counties (New Mexico)",2022,4.0,2022,5.0,2.0,649.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Los Angeles, Orange, Riverside, San Bernardino counties (California); Grant, Crook, and Wheeler Counties (Oregon); Nevada",2024,9.0,2024,9.0,0.0,132.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Louisville, Superior (Boulder county, Colorado)",2021,12.0,2022,1.0,2.0,3654.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,Maui and Kula City (Hawai),2023,8.0,2023,8.0,128.0,7695.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Mora, Colfax, Lincoln, San Miguel, Valencia Counties (New Mexico); Colorado, Nebraska",2022,4.0,2022,6.0,0.0,894.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Near Malibu city, Santa Monica mountains (Los Angeles County, California)",2024,12.0,2024,12.0,0.0,150.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Pinas and Gila counties (Arizona); Montana, Utah",2021,6.0,2021,7.0,0.0,178.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,Shasta County (north California State),2021,9.0,2021,9.0,0.0,378.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,Siskiyou County (California),2022,7.0,2022,8.0,4.0,595.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,Spokane County (eastern Washington State),2023,8.0,2023,8.0,2.0,802.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,"Texas, Oklahoma",2024,2.0,2024,3.0,2.0,339.0
Climatological,Wildfire,Wildfire (General),,Americas,Northern America,United States of America,Ventura county (California),2024,11.0,2024,11.0,0.0,1116.0
Climatological,Wildfire,Wildfire (General),,Asia,Central Asia,Kazakhstan,"Semei Ormany, Abai region",2023,6.0,2023,6.0,14.0,300.0
Climatological,Wildfire,Wildfire (General),,Asia,Eastern Asia,China,Yajiang County (Sichuan province); Lincang City Wenshan City (Yunnan Province),2024,3.0,2024,3.0,4.0,4900.0
Climatological,Wildfire,Wildfire (General),,Asia,Eastern Asia,Republic of Korea,Gangneung (Gangwon-do Province),2023,4.0,2023,4.0,1.0,500.0
Climatological,Wildfire,Wildfire (General),,Asia,Eastern Asia,Republic of Korea,Yeongdeok County (North Gyeongsang Province); Hapcheon County; Goryeong County; Gangwon Provinces; Uljin and Samcheok cities,2022,2.0,2022,3.0,0.0,8080.0
Climatological,Wildfire,Wildfire (General),,Asia,Western Asia,Israel,"Nof Hagalil , Kfar Oranim (Cijordanie)",2020,10.0,2020,10.0,0.0,21.0
Climatological,Wildfire,Wildfire (General),,Asia,Western Asia,Lebanon,"Chouf, Akkar regions",2020,10.0,2020,10.0,0.0,0.0
Climatological,Wildfire,Wildfire (General),,Asia,Western Asia,Syrian Arab Republic,"Hama, Homs, Lattakia, Tartous",2023,6.0,2023,7.0,0.0,50005.0
Climatological,Wildfire,Wildfire (General),,Asia,Western Asia,Syrian Arab Republic,"Homs, Lattakia",2024,11.0,2024,11.0,0.0,15000.0
Climatological,Wildfire,Wildfire (General),,Asia,Western Asia,Syrian Arab Republic,"Latakia, Tartous, Homs",2020,9.0,2020,10.0,3.0,140079.0
Climatological,Wildfire,Wildfire (General),,Asia,Western Asia,Türkiye,"Izmir, Manisa, Bolu, and Aydin",2024,8.0,2024,8.0,0.0,0.0
Climatological,Wildfire,Wildfire (General),,Europe,Eastern Europe,Bulgaria,"Pernik, Plovdiv and Kyustendil districts",2021,8.0,2021,8.0,0.0,500.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Greece,Attica region (Athens area),2024,8.0,2024,8.0,1.0,900.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Greece,"Portes village in Achaia Region (north-west Peloponnese Peninsula); Delphi municipality (central Greece); Itea; Amfissa; East Macedonia & Thrace, Epirus, Central Greece, North Aegean, Ionian Islands",2022,7.0,2022,7.0,0.0,55000.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Italy,"Oristano, Nuoro Provinces (Sardinia)",2021,7.0,2021,7.0,0.0,11600.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Portugal,"Castelo Branco, Coimbra, Aveiro, Viseu, Porto, Braga",2024,9.0,2024,9.0,9.0,41499.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Portugal,"Leiria and Santarem districts in Ourém municipality (Santarem District); Porto district; Torre de Moncorvo, Bragança district",2022,7.0,2022,7.0,3.0,187.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Portugal,Odemira Municipality,2023,8.0,2023,8.0,0.0,1435.0
Climatological,Wildfire,Wildfire (General),,Europe,Southern Europe,Spain,Montitxelvo municipality (Valencia),2023,11.0,2023,11.0,0.0,800.0
Climatological,Wildfire,Wildfire (General),,Europe,Western Europe,France,Saint-André and Argelès-sur-Mer (Pyrénées-Orientales department),2023,8.0,2023,8.0,0.0,141.0
Geophysical,Earthquake,Ground movement,4.9,Africa,Northern Africa,Algeria,Mila province,2020,8.0,2020,8.0,0.0,15000.0
Geophysical,Earthquake,Ground movement,6.8,Africa,Northern Africa,Morocco,"Al Haouz and Taroudant Provinces; Marrakech; Ouarzazate, Azilal, Chichaoua",2023,9.0,2023,9.0,2946.0,845674.0
Geophysical,Earthquake,Ground movement,6.4,Americas,Latin America and the Caribbean,Argentina,San Juan Province,2021,1.0,2021,1.0,0.0,1814.0
Geophysical,Earthquake,Ground movement,6.8,Americas,Latin America and the Caribbean,Cuba,"Bartolomé Masó, Pilón and Niquero municipalities (Granma province)",2024,11.0,2024,11.0,0.0,6007.0
Geophysical,Earthquake,Ground movement,5.8,Americas,Latin America and the Caribbean,Ecuador,"Cotopaxi, Esmeraldas, Guayas, Imbabura, Los Ríos, Manabí, Pichincha, Santo Domingo de los Tsáchilas, Tungurahua",2022,3.0,2022,3.0,1.0,7804.0
Geophysical,Earthquake,Ground movement,6.8,Americas,Latin America and the Caribbean,Ecuador,"El Oro, Guayas, and Azuay",2023,3.0,2023,3.0,14.0,127416.0
Geophysical,Earthquake,Ground movement,6.2,Americas,Latin America and the Caribbean,Guatemala,"Escuintla, Baja Verapaz, Chimaltenango, Guatemala, Quetzaltenango, Sacatepéquez, Sololá, Suchitepéquez and Totonicapán departments",2022,2.0,2022,2.0,3.0,31302.0
Geophysical,Earthquake,Ground movement,7.2,Americas,Latin America and the Caribbean,Haiti,"Nippe, Grand Anse and the Sud departments",2021,8.0,2021,8.0,2575.0,702763.0
Geophysical,Earthquake,Ground movement,5.3,Americas,Latin America and the Caribbean,Haiti,Nippes Department,2022,1.0,2022,1.0,2.0,1017.0
Geophysical,Earthquake,Ground movement,7.6,Americas,Latin America and the Caribbean,Mexico,"Colima, Michoacán, Jalisco States",2022,9.0,2022,9.0,2.0,17886.0
Geophysical,Earthquake,Ground movement,6.8,Americas,Latin America and the Caribbean,Mexico,"Mexico; Coalcomán Municipality (Michoacán); Colima, Guerrero Jalisco States.",2022,9.0,2022,9.0,3.0,18005.0
Geophysical,Earthquake,Ground movement,7.4,Americas,Latin America and the Caribbean,Mexico,South Oaxaca State (Mexico),2020,6.0,2020,6.0,10.0,24393.0
Geophysical,Earthquake,Ground movement,7.0,Americas,Latin America and the Caribbean,Mexico,Southern Guerrero State,2021,9.0,2021,9.0,3.0,21951.0
Geophysical,Earthquake,Ground movement,6.5,Americas,Latin America and the Caribbean,Peru,Barranca District (Datem del Marañón Province),2022,2.0,2022,2.0,0.0,300.0
Geophysical,Earthquake,Ground movement,7.2,Americas,Latin America and the Caribbean,Peru,"Condorcanqui, Rodriguez de Mendoza, Bongará, Luya, Chachapoyas, Bagua, Utcubamba (Amazonas); Cajamarca, San Marcos, Cutervo, San Ignacio, Celendín, San Miguel, Jaén, Chota (Cajamarca); Alto Amazonas, Datem del Marañón (Loreto); San Martín, Moyobamba, Picota, Rioja, Lamas, Dorado, Huallaga, Bellavista, Mariscal Cáceres (San Martín); Sihuas (Ancash); Huanuco; Julcán, Bolívar, Otuzco (La Libertad); Lambayeque, Chiclayo, Ferreñafe (Lambayeque); Huancabamba, Piura, Ayabaca (Piura); Huánuco, Dos de Mayo, Yarowilca (Huánuco); Pasco, Daniel Alcides Carrión (Pasco)",2021,11.0,2021,11.0,0.0,17912.0
Geophysical,Earthquake,Ground movement,5.5,Americas,Latin America and the Caribbean,Peru,La Capilla district (Moquegua department); Arequipa department,2022,7.0,2022,7.0,0.0,302.0
Geophysical,Earthquake,Ground movement,7.2,Americas,Latin America and the Caribbean,Peru,Near Arequipa province,2024,6.0,2024,6.0,0.0,9063.0
Geophysical,Earthquake,Ground movement,6.2,Americas,Latin America and the Caribbean,Peru,Piura region,2021,7.0,2021,7.0,0.0,1421.0
Geophysical,Earthquake,Ground movement,6.8,Americas,Latin America and the Caribbean,Peru,Tumbes,2023,3.0,2023,3.0,1.0,141.0
Geophysical,Earthquake,Ground movement,6.4,Americas,Latin America and the Caribbean,Puerto Rico,"Ponce City, San Juan, Yauco, Guayanilla, Lajas, Guanica",2020,1.0,2020,1.0,4.0,5078.0
Geophysical,Earthquake,Ground movement,5.4,Americas,Latin America and the Caribbean,Puerto Rico,"Ponce, Peñuelas, Guayanilla provinces",2020,5.0,2020,5.0,0.0,150.0
Geophysical,Earthquake,Ground movement,6.4,Americas,Northern America,United States of America,Humboldt County (California),2022,12.0,2022,12.0,2.0,12.0
Geophysical,Earthquake,Ground movement,4.8,Asia,Central Asia,Tajikistan,Sughd province,2023,3.0,2023,3.0,0.0,2205.0
Geophysical,Earthquake,Ground movement,5.9,Asia,Central Asia,Tajikistan,Tadjikobod district (Douchanbé region),2021,7.0,2021,7.0,5.0,100.0
Geophysical,Earthquake,Ground movement,5.8,Asia,Eastern Asia,China,"Baoxing, Lushan counties (Sichuan province)",2022,6.0,2022,6.0,4.0,13541.0
Geophysical,Earthquake,Ground movement,5.1,Asia,Eastern Asia,China,"Chuxiong Yi Autonomous Prefecture, Yunnan Province",2021,6.0,2021,6.0,0.0,8012.0
Geophysical,Earthquake,Ground movement,5.4,Asia,Eastern Asia,China,Dezhou and Liaocheng,2023,8.0,2023,8.0,0.0,399.0
Geophysical,Earthquake,Ground movement,5.9,Asia,Eastern Asia,China,Gansu province; Haidong (Qinghai province),2023,12.0,2023,12.0,151.0,600980.0
Geophysical,Earthquake,Ground movement,6.6,Asia,Eastern Asia,China,"Gansu, Ningxia, Qinghai Province",2022,1.0,2022,1.0,0.0,26499.0
Geophysical,Earthquake,Ground movement,5.7,Asia,Eastern Asia,China,Jiangcheng Hani and Yi Autonomous County (Yunnan province),2021,12.0,2021,12.0,0.0,19210.0
Geophysical,Earthquake,Ground movement,5.4,Asia,Eastern Asia,China,"Lijiang, Ninglang Yi, Yulong Naxi (Yunnan)",2022,1.0,2022,1.0,0.0,29030.0
Geophysical,Earthquake,Ground movement,5.4,Asia,Eastern Asia,China,"Lu County, Sichuan Province",2021,9.0,2021,9.0,3.0,24395.0
Geophysical,Earthquake,Ground movement,5.1,Asia,Eastern Asia,China,Qiaojia and Ludian (Yunnan province),2020,5.0,2020,5.0,4.0,3324.0
Geophysical,Earthquake,Ground movement,5.9,Asia,Eastern Asia,China,Sichuan,2022,6.0,2022,6.0,0.0,784.0
Geophysical,Earthquake,Ground movement,6.6,Asia,Eastern Asia,China,Sichuan province,2022,9.0,2022,9.0,118.0,130400.0
Geophysical,Earthquake,Ground movement,5.6,Asia,Eastern Asia,China,Xinjiang Province,2024,1.0,2024,1.0,6.0,12572.0
Geophysical,Earthquake,Ground movement,5.4,Asia,Eastern Asia,China,Xinjiang Uygur Autonomous Region,2021,3.0,2021,3.0,3.0,195.0
Geophysical,Earthquake,Ground movement,6.1,Asia,Eastern Asia,China,"Yanbi, Yongping (Yunnan province)",2021,5.0,2021,5.0,3.0,39028.0
Geophysical,Earthquake,Ground movement,5.3,Asia,Eastern Asia,China,Yunnan Province,2023,5.0,2023,5.0,0.0,8410.0
Geophysical,Earthquake,Ground movement,7.3,Asia,Eastern Asia,Japan,Fukushima Prefecture,2022,3.0,2022,3.0,3.0,741.0
Geophysical,Earthquake,Ground movement,7.0,Asia,Eastern Asia,Japan,Honshu Island,2021,3.0,2021,3.0,0.0,611.0
Geophysical,Earthquake,Ground movement,6.2,Asia,Eastern Asia,Japan,Ishikawa,2023,5.0,2023,5.0,1.0,2254.0
Geophysical,Earthquake,Ground movement,7.1,Asia,Eastern Asia,Japan,Namie region,2021,2.0,2021,2.0,1.0,7892.0
Geophysical,Earthquake,Ground movement,7.5,Asia,Eastern Asia,Japan,"Noto, Wajima, Suzu (Ishikawa department); Niigata, Toyama, Fukui, Gifu, Osaka and Hyogo Prefectures",2024,1.0,2024,1.0,551.0,492555.0
Geophysical,Earthquake,Ground movement,7.4,Asia,Eastern Asia,Taiwan (Province of China),Hualien region,2024,4.0,2024,4.0,20.0,2369.0
Geophysical,Earthquake,Ground movement,6.5,Asia,Eastern Asia,Taiwan (Province of China),"Hualien, Kaohsiung City and Taitung City",2022,9.0,2022,9.0,1.0,140.0
Geophysical,Earthquake,Ground movement,5.1,Asia,South-eastern Asia,Indonesia,"Bandung Regency, West Java Province",2024,9.0,2024,9.0,1.0,2875.0
Geophysical,Earthquake,Ground movement,6.1,Asia,South-eastern Asia,Indonesia,"Bandung, Bogor, Ciamis, Cianjur, Garut, Sukabumi and Tasikmalaya regencies (West Java)",2024,4.0,2024,4.0,1.0,2812.0
Geophysical,Earthquake,Ground movement,6.6,Asia,South-eastern Asia,Indonesia,"Banten, Jawa Barat",2022,1.0,2022,1.0,0.0,15390.0
Geophysical,Earthquake,Ground movement,5.6,Asia,South-eastern Asia,Indonesia,"Cianjur, Sukabumi, Bogor districts (West Java Province)",2022,11.0,2022,11.0,334.0,2204645.0
Geophysical,Earthquake,Ground movement,6.0,Asia,South-eastern Asia,Indonesia,East Java region,2021,4.0,2021,4.0,9.0,5979.0
Geophysical,Earthquake,Ground movement,6.4,Asia,South-eastern Asia,Indonesia,Gresik Regency (East Java province),2024,3.0,2024,3.0,0.0,144522.0
Geophysical,Earthquake,Ground movement,5.1,Asia,South-eastern Asia,Indonesia,Karangasem and Bangli Regencies (Bali),2021,10.0,2021,10.0,3.0,4532.0
Geophysical,Earthquake,Ground movement,5.6,Asia,South-eastern Asia,Indonesia,Maluku Province,2022,1.0,2022,1.0,0.0,302.0
Geophysical,Earthquake,Ground movement,6.2,Asia,South-eastern Asia,Indonesia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",2021,1.0,2021,1.0,110.0,100653.0
Geophysical,Earthquake,Ground movement,6.0,Asia,South-eastern Asia,Indonesia,"Mentawai Islands Regency, (West Sumatra Province)",2022,9.0,2022,9.0,0.0,6003.0
Geophysical,Earthquake,Ground movement,5.1,Asia,South-eastern Asia,Indonesia,Papua,2023,2.0,2023,2.0,4.0,2136.0
Geophysical,Earthquake,Ground movement,6.1,Asia,South-eastern Asia,Indonesia,"Pasaman Regency, West Pasaman Regency (West Sumatra Province)",2022,2.0,2022,2.0,15.0,24903.0
Geophysical,Earthquake,Ground movement,7.3,Asia,South-eastern Asia,Indonesia,"Selayar Islands Regency (South Sulawesi Province); Sikka Regency (Flores Island, East Nusa Tenggara Province)",2021,12.0,2021,12.0,0.0,1737.0
Geophysical,Earthquake,Ground movement,6.4,Asia,South-eastern Asia,Indonesia,"South Morotai, East Morotai, North Morotai, Morotai Jaya, South West Morotai, Rau Island (Bau Island)",2020,6.0,2020,6.0,0.0,1560.0
